sentence,ambiguous,reduced,post_rc_POS,surprisal
The artist sketched a hasty portrait occurred <eos>,True,True,VBD,20.85216522216797
The artist sketched a hasty portrait refused <eos>,True,True,VBD,22.8106689453125
The artist sketched a hasty portrait showed <eos>,True,True,VBD,16.059438705444336
The artist sketched a hasty portrait revealed <eos>,True,True,VBD,15.420513153076172
The artist sketched a hasty portrait fell <eos>,True,True,VBD,21.416810989379883
The artist sketched a hasty portrait argued <eos>,True,True,VBD,22.474241256713867
The artist sketched a hasty portrait dropped <eos>,True,True,VBD,21.223770141601562
The artist sketched a hasty portrait contributed <eos>,True,True,VBD,21.502002716064453
The artist sketched a hasty portrait voted <eos>,True,True,VBD,22.095186233520508
The artist sketched a hasty portrait declined <eos>,True,True,VBD,25.471378326416016
The artist sketched a hasty portrait resigned <eos>,True,True,VBD,24.44736671447754
The artist sketched a hasty portrait concluded <eos>,True,True,VBD,21.867456436157227
The artist sketched a hasty portrait explained <eos>,True,True,VBD,19.9267635345459
The artist sketched a hasty portrait participated <eos>,True,True,VBD,26.963523864746094
The artist sketched a hasty portrait stopped <eos>,True,True,VBD,22.683984756469727
The artist sketched a hasty portrait wounded <eos>,True,True,VBD,23.197269439697266
The artist sketched a hasty portrait attracted <eos>,True,True,VBD,20.805862426757812
The artist sketched a hasty portrait denied <eos>,True,True,VBD,22.364112854003906
The artist sketched a hasty portrait happened <eos>,True,True,VBD,23.18639373779297
The artist sketched a hasty portrait emerged <eos>,True,True,VBD,23.724899291992188
The artist sketched a hasty portrait surrounded <eos>,True,True,VBD,14.901798248291016
The artist sketched a hasty portrait seemed <eos>,True,True,VBD,19.26845359802246
The artist sketched a hasty portrait traveled <eos>,True,True,VBD,21.704782485961914
The artist sketched a hasty portrait responded <eos>,True,True,VBD,25.35562515258789
The artist sketched a hasty portrait looked <eos>,True,True,VBD,17.654081344604492
The artist sketched a hasty portrait landed <eos>,True,True,VBD,24.049562454223633
The artist sketched a hasty portrait hoped <eos>,True,True,VBD,26.743741989135742
The artist sketched a hasty portrait escaped <eos>,True,True,VBD,21.86565589904785
The artist sketched a hasty portrait manufactured <eos>,True,True,VBD,20.72256851196289
The artist sketched a hasty portrait pulled <eos>,True,True,VBD,19.150619506835938
The artist sketched a hasty portrait resumed <eos>,True,True,VBD,25.16805648803711
The artist sketched a hasty portrait demanded <eos>,True,True,VBD,20.129579544067383
The artist sketched a hasty portrait acknowledged <eos>,True,True,VBD,21.2032527923584
The artist sketched a hasty portrait disappeared <eos>,True,True,VBD,21.639650344848633
The artist who was sketched a hasty portrait was <eos>,True,False,VBD,6.488152027130127
The artist who was sketched a hasty portrait were <eos>,True,False,VBD,12.368485450744629
The artist who was sketched a hasty portrait had <eos>,True,False,VBD,9.787674903869629
The artist who was sketched a hasty portrait became <eos>,True,False,VBD,12.980612754821777
The artist who was sketched a hasty portrait did <eos>,True,False,VBD,12.870698928833008
The artist who was sketched a hasty portrait began <eos>,True,False,VBD,13.695647239685059
The artist who was sketched a hasty portrait said <eos>,True,False,VBD,13.976051330566406
The artist who was sketched a hasty portrait took <eos>,True,False,VBD,12.256781578063965
The artist who was sketched a hasty portrait died <eos>,True,False,VBD,16.718408584594727
The artist who was sketched a hasty portrait served <eos>,True,False,VBD,15.771644592285156
The artist who was sketched a hasty portrait included <eos>,True,False,VBD,12.88781452178955
The artist who was sketched a hasty portrait came <eos>,True,False,VBD,13.757875442504883
The artist who was sketched a hasty portrait went <eos>,True,False,VBD,14.203598022460938
The artist who was sketched a hasty portrait wrote <eos>,True,False,VBD,16.37384605407715
The artist who was sketched a hasty portrait announced <eos>,True,False,VBD,20.13852310180664
The artist who was sketched a hasty portrait appeared <eos>,True,False,VBD,14.042136192321777
The artist who was sketched a hasty portrait remained <eos>,True,False,VBD,15.932647705078125
The artist who was sketched a hasty portrait followed <eos>,True,False,VBD,14.816422462463379
The artist who was sketched a hasty portrait gave <eos>,True,False,VBD,12.876354217529297
The artist who was sketched a hasty portrait joined <eos>,True,False,VBD,19.44331169128418
The artist who was sketched a hasty portrait reported <eos>,True,False,VBD,16.87397003173828
The artist who was sketched a hasty portrait decided <eos>,True,False,VBD,17.683704376220703
The artist who was sketched a hasty portrait added <eos>,True,False,VBD,16.928096771240234
The artist who was sketched a hasty portrait closed <eos>,True,False,VBD,19.02420997619629
The artist who was sketched a hasty portrait failed <eos>,True,False,VBD,17.593839645385742
The artist who was sketched a hasty portrait lived <eos>,True,False,VBD,16.793441772460938
The artist who was sketched a hasty portrait turned <eos>,True,False,VBD,15.375919342041016
The artist who was sketched a hasty portrait wanted <eos>,True,False,VBD,19.808013916015625
The artist who was sketched a hasty portrait attended <eos>,True,False,VBD,18.65265464782715
The artist who was sketched a hasty portrait helped <eos>,True,False,VBD,16.42097282409668
The artist who was sketched a hasty portrait grew <eos>,True,False,VBD,16.633825302124023
The artist who was sketched a hasty portrait got <eos>,True,False,VBD,17.3077392578125
The artist who was sketched a hasty portrait suffered <eos>,True,False,VBD,17.731529235839844
The artist who was sketched a hasty portrait resulted <eos>,True,False,VBD,16.086042404174805
The artist who was sketched a hasty portrait agreed <eos>,True,False,VBD,20.32902717590332
The artist who was sketched a hasty portrait occurred <eos>,True,False,VBD,16.91419219970703
The artist who was sketched a hasty portrait refused <eos>,True,False,VBD,18.086612701416016
The artist who was sketched a hasty portrait showed <eos>,True,False,VBD,11.175942420959473
The artist who was sketched a hasty portrait revealed <eos>,True,False,VBD,13.678410530090332
The artist who was sketched a hasty portrait fell <eos>,True,False,VBD,15.479586601257324
The artist who was sketched a hasty portrait argued <eos>,True,False,VBD,20.23343849182129
The artist who was sketched a hasty portrait dropped <eos>,True,False,VBD,18.244693756103516
The artist who was sketched a hasty portrait contributed <eos>,True,False,VBD,18.18287467956543
The artist who was sketched a hasty portrait voted <eos>,True,False,VBD,19.509809494018555
The artist who was sketched a hasty portrait declined <eos>,True,False,VBD,19.971628189086914
The artist who was sketched a hasty portrait resigned <eos>,True,False,VBD,21.312984466552734
The artist who was sketched a hasty portrait concluded <eos>,True,False,VBD,19.526538848876953
The artist who was sketched a hasty portrait explained <eos>,True,False,VBD,18.922903060913086
The artist who was sketched a hasty portrait participated <eos>,True,False,VBD,23.12419319152832
The artist who was sketched a hasty portrait stopped <eos>,True,False,VBD,19.740802764892578
The artist who was sketched a hasty portrait wounded <eos>,True,False,VBD,20.187429428100586
The artist who was sketched a hasty portrait attracted <eos>,True,False,VBD,18.006223678588867
The artist who was sketched a hasty portrait denied <eos>,True,False,VBD,18.834054946899414
The artist who was sketched a hasty portrait happened <eos>,True,False,VBD,20.089399337768555
The artist who was sketched a hasty portrait emerged <eos>,True,False,VBD,19.388885498046875
The artist who was sketched a hasty portrait surrounded <eos>,True,False,VBD,16.643728256225586
The artist who was sketched a hasty portrait seemed <eos>,True,False,VBD,15.322366714477539
The artist who was sketched a hasty portrait traveled <eos>,True,False,VBD,19.626684188842773
The artist who was sketched a hasty portrait responded <eos>,True,False,VBD,21.12783432006836
The artist who was sketched a hasty portrait looked <eos>,True,False,VBD,15.1343412399292
The artist who was sketched a hasty portrait landed <eos>,True,False,VBD,21.833660125732422
The artist who was sketched a hasty portrait hoped <eos>,True,False,VBD,23.31519889831543
The artist who was sketched a hasty portrait escaped <eos>,True,False,VBD,18.67179298400879
The artist who was sketched a hasty portrait manufactured <eos>,True,False,VBD,19.725021362304688
The artist who was sketched a hasty portrait pulled <eos>,True,False,VBD,17.96159553527832
The artist who was sketched a hasty portrait resumed <eos>,True,False,VBD,21.633134841918945
The artist who was sketched a hasty portrait demanded <eos>,True,False,VBD,18.518085479736328
The artist who was sketched a hasty portrait acknowledged <eos>,True,False,VBD,20.327739715576172
The artist who was sketched a hasty portrait disappeared <eos>,True,False,VBD,18.886686325073242
The artist drawn a hasty portrait was <eos>,False,True,VBD,12.804577827453613
The artist drawn a hasty portrait were <eos>,False,True,VBD,17.76211166381836
The artist drawn a hasty portrait had <eos>,False,True,VBD,16.329750061035156
The artist drawn a hasty portrait became <eos>,False,True,VBD,20.033565521240234
The artist drawn a hasty portrait did <eos>,False,True,VBD,19.32448959350586
The artist drawn a hasty portrait began <eos>,False,True,VBD,21.015769958496094
The artist drawn a hasty portrait said <eos>,False,True,VBD,17.678424835205078
The artist drawn a hasty portrait took <eos>,False,True,VBD,19.1025390625
The artist drawn a hasty portrait died <eos>,False,True,VBD,21.63465118408203
The artist drawn a hasty portrait served <eos>,False,True,VBD,20.414775848388672
The artist drawn a hasty portrait included <eos>,False,True,VBD,18.68502426147461
The artist drawn a hasty portrait came <eos>,False,True,VBD,19.490650177001953
The artist drawn a hasty portrait went <eos>,False,True,VBD,20.162609100341797
The artist drawn a hasty portrait wrote <eos>,False,True,VBD,21.940271377563477
The artist drawn a hasty portrait announced <eos>,False,True,VBD,23.492456436157227
The artist drawn a hasty portrait appeared <eos>,False,True,VBD,19.283714294433594
The artist drawn a hasty portrait remained <eos>,False,True,VBD,21.549060821533203
The artist drawn a hasty portrait followed <eos>,False,True,VBD,16.231367111206055
The artist drawn a hasty portrait gave <eos>,False,True,VBD,19.606172561645508
The artist drawn a hasty portrait joined <eos>,False,True,VBD,23.778589248657227
The artist drawn a hasty portrait reported <eos>,False,True,VBD,20.417673110961914
The artist drawn a hasty portrait decided <eos>,False,True,VBD,22.725250244140625
The artist drawn a hasty portrait added <eos>,False,True,VBD,19.75431251525879
The artist drawn a hasty portrait closed <eos>,False,True,VBD,23.490293502807617
The artist drawn a hasty portrait failed <eos>,False,True,VBD,21.37353515625
The artist drawn a hasty portrait lived <eos>,False,True,VBD,21.470050811767578
The artist drawn a hasty portrait turned <eos>,False,True,VBD,19.0766544342041
The artist drawn a hasty portrait wanted <eos>,False,True,VBD,23.599773406982422
The artist drawn a hasty portrait attended <eos>,False,True,VBD,21.940670013427734
The artist drawn a hasty portrait helped <eos>,False,True,VBD,21.135765075683594
The artist drawn a hasty portrait grew <eos>,False,True,VBD,23.517026901245117
The artist drawn a hasty portrait got <eos>,False,True,VBD,23.451648712158203
The artist drawn a hasty portrait suffered <eos>,False,True,VBD,23.184694290161133
The artist drawn a hasty portrait resulted <eos>,False,True,VBD,20.468183517456055
The artist drawn a hasty portrait agreed <eos>,False,True,VBD,23.708972930908203
The artist drawn a hasty portrait occurred <eos>,False,True,VBD,20.868690490722656
The artist drawn a hasty portrait refused <eos>,False,True,VBD,22.443349838256836
The artist drawn a hasty portrait showed <eos>,False,True,VBD,17.075180053710938
The artist drawn a hasty portrait revealed <eos>,False,True,VBD,18.508604049682617
The artist drawn a hasty portrait fell <eos>,False,True,VBD,21.53545379638672
The artist drawn a hasty portrait argued <eos>,False,True,VBD,24.67376708984375
The artist drawn a hasty portrait dropped <eos>,False,True,VBD,22.860219955444336
The artist drawn a hasty portrait contributed <eos>,False,True,VBD,23.420455932617188
The artist drawn a hasty portrait voted <eos>,False,True,VBD,23.552383422851562
The artist drawn a hasty portrait declined <eos>,False,True,VBD,25.729602813720703
The artist drawn a hasty portrait resigned <eos>,False,True,VBD,27.475173950195312
The artist drawn a hasty portrait concluded <eos>,False,True,VBD,24.404190063476562
The artist drawn a hasty portrait explained <eos>,False,True,VBD,21.470827102661133
The artist drawn a hasty portrait participated <eos>,False,True,VBD,28.674081802368164
The artist drawn a hasty portrait stopped <eos>,False,True,VBD,23.361772537231445
The artist drawn a hasty portrait wounded <eos>,False,True,VBD,22.871484756469727
The artist drawn a hasty portrait attracted <eos>,False,True,VBD,21.781435012817383
The artist drawn a hasty portrait denied <eos>,False,True,VBD,22.733779907226562
The artist drawn a hasty portrait happened <eos>,False,True,VBD,23.80483055114746
The artist drawn a hasty portrait emerged <eos>,False,True,VBD,23.02288055419922
The artist drawn a hasty portrait surrounded <eos>,False,True,VBD,18.54036521911621
The artist drawn a hasty portrait seemed <eos>,False,True,VBD,20.704973220825195
The artist drawn a hasty portrait traveled <eos>,False,True,VBD,22.30837631225586
The artist drawn a hasty portrait responded <eos>,False,True,VBD,25.48183822631836
The artist drawn a hasty portrait looked <eos>,False,True,VBD,19.45528793334961
The artist drawn a hasty portrait landed <eos>,False,True,VBD,24.77920150756836
The artist drawn a hasty portrait hoped <eos>,False,True,VBD,27.528915405273438
The artist drawn a hasty portrait escaped <eos>,False,True,VBD,24.351577758789062
The artist drawn a hasty portrait manufactured <eos>,False,True,VBD,23.58376121520996
The artist drawn a hasty portrait pulled <eos>,False,True,VBD,21.40903091430664
The artist drawn a hasty portrait resumed <eos>,False,True,VBD,26.675077438354492
The artist drawn a hasty portrait demanded <eos>,False,True,VBD,21.434473037719727
The artist drawn a hasty portrait acknowledged <eos>,False,True,VBD,23.772302627563477
The artist drawn a hasty portrait disappeared <eos>,False,True,VBD,23.768611907958984
The artist who was drawn a hasty portrait was <eos>,False,False,VBD,7.256710529327393
The artist who was drawn a hasty portrait were <eos>,False,False,VBD,12.71141242980957
The artist who was drawn a hasty portrait had <eos>,False,False,VBD,11.26526927947998
The artist who was drawn a hasty portrait became <eos>,False,False,VBD,13.860052108764648
The artist who was drawn a hasty portrait did <eos>,False,False,VBD,12.820314407348633
The artist who was drawn a hasty portrait began <eos>,False,False,VBD,14.597807884216309
The artist who was drawn a hasty portrait said <eos>,False,False,VBD,15.515433311462402
The artist who was drawn a hasty portrait took <eos>,False,False,VBD,12.480240821838379
The artist who was drawn a hasty portrait died <eos>,False,False,VBD,17.81500816345215
The artist who was drawn a hasty portrait served <eos>,False,False,VBD,17.249011993408203
The artist who was drawn a hasty portrait included <eos>,False,False,VBD,15.165353775024414
The artist who was drawn a hasty portrait came <eos>,False,False,VBD,13.739953994750977
The artist who was drawn a hasty portrait went <eos>,False,False,VBD,14.140193939208984
The artist who was drawn a hasty portrait wrote <eos>,False,False,VBD,17.41800308227539
The artist who was drawn a hasty portrait announced <eos>,False,False,VBD,21.95757293701172
The artist who was drawn a hasty portrait appeared <eos>,False,False,VBD,16.010765075683594
The artist who was drawn a hasty portrait remained <eos>,False,False,VBD,17.151988983154297
The artist who was drawn a hasty portrait followed <eos>,False,False,VBD,15.034327507019043
The artist who was drawn a hasty portrait gave <eos>,False,False,VBD,13.996679306030273
The artist who was drawn a hasty portrait joined <eos>,False,False,VBD,20.821321487426758
The artist who was drawn a hasty portrait reported <eos>,False,False,VBD,18.703657150268555
The artist who was drawn a hasty portrait decided <eos>,False,False,VBD,19.532272338867188
The artist who was drawn a hasty portrait added <eos>,False,False,VBD,18.23217010498047
The artist who was drawn a hasty portrait closed <eos>,False,False,VBD,19.84555435180664
The artist who was drawn a hasty portrait failed <eos>,False,False,VBD,17.06937599182129
The artist who was drawn a hasty portrait lived <eos>,False,False,VBD,18.00776481628418
The artist who was drawn a hasty portrait turned <eos>,False,False,VBD,15.953775405883789
The artist who was drawn a hasty portrait wanted <eos>,False,False,VBD,19.910175323486328
The artist who was drawn a hasty portrait attended <eos>,False,False,VBD,19.67753791809082
The artist who was drawn a hasty portrait helped <eos>,False,False,VBD,16.1990966796875
The artist who was drawn a hasty portrait grew <eos>,False,False,VBD,17.45330810546875
The artist who was drawn a hasty portrait got <eos>,False,False,VBD,17.6698055267334
The artist who was drawn a hasty portrait suffered <eos>,False,False,VBD,19.56273651123047
The artist who was drawn a hasty portrait resulted <eos>,False,False,VBD,16.460317611694336
The artist who was drawn a hasty portrait agreed <eos>,False,False,VBD,22.248271942138672
The artist who was drawn a hasty portrait occurred <eos>,False,False,VBD,16.240097045898438
The artist who was drawn a hasty portrait refused <eos>,False,False,VBD,18.571517944335938
The artist who was drawn a hasty portrait showed <eos>,False,False,VBD,13.06375789642334
The artist who was drawn a hasty portrait revealed <eos>,False,False,VBD,16.467683792114258
The artist who was drawn a hasty portrait fell <eos>,False,False,VBD,15.70881462097168
The artist who was drawn a hasty portrait argued <eos>,False,False,VBD,20.647172927856445
The artist who was drawn a hasty portrait dropped <eos>,False,False,VBD,19.362136840820312
The artist who was drawn a hasty portrait contributed <eos>,False,False,VBD,19.473983764648438
The artist who was drawn a hasty portrait voted <eos>,False,False,VBD,19.60075569152832
The artist who was drawn a hasty portrait declined <eos>,False,False,VBD,20.861351013183594
The artist who was drawn a hasty portrait resigned <eos>,False,False,VBD,23.0257511138916
The artist who was drawn a hasty portrait concluded <eos>,False,False,VBD,21.425769805908203
The artist who was drawn a hasty portrait explained <eos>,False,False,VBD,20.27120018005371
The artist who was drawn a hasty portrait participated <eos>,False,False,VBD,23.982120513916016
The artist who was drawn a hasty portrait stopped <eos>,False,False,VBD,19.84627914428711
The artist who was drawn a hasty portrait wounded <eos>,False,False,VBD,19.690622329711914
The artist who was drawn a hasty portrait attracted <eos>,False,False,VBD,17.793212890625
The artist who was drawn a hasty portrait denied <eos>,False,False,VBD,19.216297149658203
The artist who was drawn a hasty portrait happened <eos>,False,False,VBD,19.30756187438965
The artist who was drawn a hasty portrait emerged <eos>,False,False,VBD,20.00452423095703
The artist who was drawn a hasty portrait surrounded <eos>,False,False,VBD,18.447505950927734
The artist who was drawn a hasty portrait seemed <eos>,False,False,VBD,16.04977035522461
The artist who was drawn a hasty portrait traveled <eos>,False,False,VBD,19.596609115600586
The artist who was drawn a hasty portrait responded <eos>,False,False,VBD,22.138809204101562
The artist who was drawn a hasty portrait looked <eos>,False,False,VBD,16.07177734375
The artist who was drawn a hasty portrait landed <eos>,False,False,VBD,20.324390411376953
The artist who was drawn a hasty portrait hoped <eos>,False,False,VBD,23.73577880859375
The artist who was drawn a hasty portrait escaped <eos>,False,False,VBD,19.084896087646484
The artist who was drawn a hasty portrait manufactured <eos>,False,False,VBD,22.398183822631836
The artist who was drawn a hasty portrait pulled <eos>,False,False,VBD,19.147628784179688
The artist who was drawn a hasty portrait resumed <eos>,False,False,VBD,23.610849380493164
The artist who was drawn a hasty portrait demanded <eos>,False,False,VBD,19.520511627197266
The artist who was drawn a hasty portrait acknowledged <eos>,False,False,VBD,21.677772521972656
The artist who was drawn a hasty portrait disappeared <eos>,False,False,VBD,18.93453598022461
The car steered into the garage was <eos>,True,True,VBD,10.038442611694336
The car steered into the garage were <eos>,True,True,VBD,12.588589668273926
The car steered into the garage had <eos>,True,True,VBD,13.15610122680664
The car steered into the garage became <eos>,True,True,VBD,14.684511184692383
The car steered into the garage did <eos>,True,True,VBD,16.3779354095459
The car steered into the garage began <eos>,True,True,VBD,15.283228874206543
The car steered into the garage said <eos>,True,True,VBD,15.288705825805664
The car steered into the garage took <eos>,True,True,VBD,16.38845443725586
The car steered into the garage died <eos>,True,True,VBD,20.161251068115234
The car steered into the garage served <eos>,True,True,VBD,18.92039680480957
The car steered into the garage included <eos>,True,True,VBD,16.71578025817871
The car steered into the garage came <eos>,True,True,VBD,15.434357643127441
The car steered into the garage went <eos>,True,True,VBD,16.28230857849121
The car steered into the garage wrote <eos>,True,True,VBD,24.061962127685547
The car steered into the garage announced <eos>,True,True,VBD,21.095605850219727
The car steered into the garage appeared <eos>,True,True,VBD,19.04871940612793
The car steered into the garage remained <eos>,True,True,VBD,17.993072509765625
The car steered into the garage followed <eos>,True,True,VBD,15.5144624710083
The car steered into the garage gave <eos>,True,True,VBD,15.543221473693848
The car steered into the garage joined <eos>,True,True,VBD,20.50540542602539
The car steered into the garage reported <eos>,True,True,VBD,20.610525131225586
The car steered into the garage decided <eos>,True,True,VBD,19.664161682128906
The car steered into the garage added <eos>,True,True,VBD,20.632585525512695
The car steered into the garage closed <eos>,True,True,VBD,15.20142650604248
The car steered into the garage failed <eos>,True,True,VBD,17.361164093017578
The car steered into the garage lived <eos>,True,True,VBD,21.56297492980957
The car steered into the garage turned <eos>,True,True,VBD,16.65544319152832
The car steered into the garage wanted <eos>,True,True,VBD,19.232044219970703
The car steered into the garage attended <eos>,True,True,VBD,22.568708419799805
The car steered into the garage helped <eos>,True,True,VBD,17.295440673828125
The car steered into the garage grew <eos>,True,True,VBD,18.19705581665039
The car steered into the garage got <eos>,True,True,VBD,18.350936889648438
The car steered into the garage suffered <eos>,True,True,VBD,18.2191104888916
The car steered into the garage resulted <eos>,True,True,VBD,18.248929977416992
The car steered into the garage agreed <eos>,True,True,VBD,23.57252311706543
The car steered into the garage occurred <eos>,True,True,VBD,19.26277732849121
The car steered into the garage refused <eos>,True,True,VBD,23.333988189697266
The car steered into the garage showed <eos>,True,True,VBD,18.6900577545166
The car steered into the garage revealed <eos>,True,True,VBD,17.504716873168945
The car steered into the garage fell <eos>,True,True,VBD,15.593457221984863
The car steered into the garage argued <eos>,True,True,VBD,22.19269561767578
The car steered into the garage dropped <eos>,True,True,VBD,17.44925880432129
The car steered into the garage contributed <eos>,True,True,VBD,22.16832160949707
The car steered into the garage voted <eos>,True,True,VBD,23.308801651000977
The car steered into the garage declined <eos>,True,True,VBD,21.424720764160156
The car steered into the garage resigned <eos>,True,True,VBD,26.211061477661133
The car steered into the garage concluded <eos>,True,True,VBD,22.473329544067383
The car steered into the garage explained <eos>,True,True,VBD,23.0806941986084
The car steered into the garage participated <eos>,True,True,VBD,24.86811637878418
The car steered into the garage stopped <eos>,True,True,VBD,16.88973045349121
The car steered into the garage wounded <eos>,True,True,VBD,26.54136085510254
The car steered into the garage attracted <eos>,True,True,VBD,19.848949432373047
The car steered into the garage denied <eos>,True,True,VBD,23.548498153686523
The car steered into the garage happened <eos>,True,True,VBD,20.774703979492188
The car steered into the garage emerged <eos>,True,True,VBD,22.494413375854492
The car steered into the garage surrounded <eos>,True,True,VBD,15.871442794799805
The car steered into the garage seemed <eos>,True,True,VBD,18.078105926513672
The car steered into the garage traveled <eos>,True,True,VBD,22.559335708618164
The car steered into the garage responded <eos>,True,True,VBD,21.554969787597656
The car steered into the garage looked <eos>,True,True,VBD,17.6198787689209
The car steered into the garage landed <eos>,True,True,VBD,21.558250427246094
The car steered into the garage hoped <eos>,True,True,VBD,25.138341903686523
The car steered into the garage escaped <eos>,True,True,VBD,22.412294387817383
The car steered into the garage manufactured <eos>,True,True,VBD,20.480262756347656
The car steered into the garage pulled <eos>,True,True,VBD,16.963621139526367
The car steered into the garage resumed <eos>,True,True,VBD,23.969907760620117
The car steered into the garage demanded <eos>,True,True,VBD,20.74729347229004
The car steered into the garage acknowledged <eos>,True,True,VBD,25.306842803955078
The car steered into the garage disappeared <eos>,True,True,VBD,21.86182975769043
The car that was steered into the garage was <eos>,True,False,VBD,2.3427021503448486
The car that was steered into the garage were <eos>,True,False,VBD,7.570405006408691
The car that was steered into the garage had <eos>,True,False,VBD,5.660941123962402
The car that was steered into the garage became <eos>,True,False,VBD,8.676806449890137
The car that was steered into the garage did <eos>,True,False,VBD,9.764143943786621
The car that was steered into the garage began <eos>,True,False,VBD,9.479865074157715
The car that was steered into the garage said <eos>,True,False,VBD,10.893142700195312
The car that was steered into the garage took <eos>,True,False,VBD,10.589228630065918
The car that was steered into the garage died <eos>,True,False,VBD,13.250012397766113
The car that was steered into the garage served <eos>,True,False,VBD,13.02966594696045
The car that was steered into the garage included <eos>,True,False,VBD,10.058699607849121
The car that was steered into the garage came <eos>,True,False,VBD,9.380056381225586
The car that was steered into the garage went <eos>,True,False,VBD,10.415565490722656
The car that was steered into the garage wrote <eos>,True,False,VBD,18.245750427246094
The car that was steered into the garage announced <eos>,True,False,VBD,15.586615562438965
The car that was steered into the garage appeared <eos>,True,False,VBD,11.378767967224121
The car that was steered into the garage remained <eos>,True,False,VBD,10.635318756103516
The car that was steered into the garage followed <eos>,True,False,VBD,13.138357162475586
The car that was steered into the garage gave <eos>,True,False,VBD,9.016203880310059
The car that was steered into the garage joined <eos>,True,False,VBD,13.102171897888184
The car that was steered into the garage reported <eos>,True,False,VBD,15.300663948059082
The car that was steered into the garage decided <eos>,True,False,VBD,14.677576065063477
The car that was steered into the garage added <eos>,True,False,VBD,13.777508735656738
The car that was steered into the garage closed <eos>,True,False,VBD,11.405402183532715
The car that was steered into the garage failed <eos>,True,False,VBD,10.292197227478027
The car that was steered into the garage lived <eos>,True,False,VBD,16.548309326171875
The car that was steered into the garage turned <eos>,True,False,VBD,12.963412284851074
The car that was steered into the garage wanted <eos>,True,False,VBD,13.956014633178711
The car that was steered into the garage attended <eos>,True,False,VBD,17.15248680114746
The car that was steered into the garage helped <eos>,True,False,VBD,11.3831205368042
The car that was steered into the garage grew <eos>,True,False,VBD,11.959650993347168
The car that was steered into the garage got <eos>,True,False,VBD,12.061296463012695
The car that was steered into the garage suffered <eos>,True,False,VBD,12.627578735351562
The car that was steered into the garage resulted <eos>,True,False,VBD,10.884354591369629
The car that was steered into the garage agreed <eos>,True,False,VBD,18.36281394958496
The car that was steered into the garage occurred <eos>,True,False,VBD,12.710554122924805
The car that was steered into the garage refused <eos>,True,False,VBD,16.017330169677734
The car that was steered into the garage showed <eos>,True,False,VBD,11.287282943725586
The car that was steered into the garage revealed <eos>,True,False,VBD,11.261259078979492
The car that was steered into the garage fell <eos>,True,False,VBD,9.290852546691895
The car that was steered into the garage argued <eos>,True,False,VBD,17.396240234375
The car that was steered into the garage dropped <eos>,True,False,VBD,12.274248123168945
The car that was steered into the garage contributed <eos>,True,False,VBD,15.576229095458984
The car that was steered into the garage voted <eos>,True,False,VBD,17.767839431762695
The car that was steered into the garage declined <eos>,True,False,VBD,16.24945640563965
The car that was steered into the garage resigned <eos>,True,False,VBD,19.166885375976562
The car that was steered into the garage concluded <eos>,True,False,VBD,16.625471115112305
The car that was steered into the garage explained <eos>,True,False,VBD,17.837528228759766
The car that was steered into the garage participated <eos>,True,False,VBD,17.915740966796875
The car that was steered into the garage stopped <eos>,True,False,VBD,12.106383323669434
The car that was steered into the garage wounded <eos>,True,False,VBD,21.083026885986328
The car that was steered into the garage attracted <eos>,True,False,VBD,14.838348388671875
The car that was steered into the garage denied <eos>,True,False,VBD,17.812530517578125
The car that was steered into the garage happened <eos>,True,False,VBD,14.74758243560791
The car that was steered into the garage emerged <eos>,True,False,VBD,16.25674057006836
The car that was steered into the garage surrounded <eos>,True,False,VBD,14.538387298583984
The car that was steered into the garage seemed <eos>,True,False,VBD,12.372801780700684
The car that was steered into the garage traveled <eos>,True,False,VBD,16.965496063232422
The car that was steered into the garage responded <eos>,True,False,VBD,14.478617668151855
The car that was steered into the garage looked <eos>,True,False,VBD,12.122227668762207
The car that was steered into the garage landed <eos>,True,False,VBD,15.46595573425293
The car that was steered into the garage hoped <eos>,True,False,VBD,19.834516525268555
The car that was steered into the garage escaped <eos>,True,False,VBD,15.564248085021973
The car that was steered into the garage manufactured <eos>,True,False,VBD,15.817492485046387
The car that was steered into the garage pulled <eos>,True,False,VBD,11.413442611694336
The car that was steered into the garage resumed <eos>,True,False,VBD,19.586029052734375
The car that was steered into the garage demanded <eos>,True,False,VBD,15.851672172546387
The car that was steered into the garage acknowledged <eos>,True,False,VBD,20.286653518676758
The car that was steered into the garage disappeared <eos>,True,False,VBD,15.434287071228027
The car driven into the garage was <eos>,False,True,VBD,4.685871124267578
The car driven into the garage were <eos>,False,True,VBD,8.448999404907227
The car driven into the garage had <eos>,False,True,VBD,7.942282676696777
The car driven into the garage became <eos>,False,True,VBD,9.711525917053223
The car driven into the garage did <eos>,False,True,VBD,11.035770416259766
The car driven into the garage began <eos>,False,True,VBD,10.367959022521973
The car driven into the garage said <eos>,False,True,VBD,12.140316009521484
The car driven into the garage took <eos>,False,True,VBD,11.579854965209961
The car driven into the garage died <eos>,False,True,VBD,15.451544761657715
The car driven into the garage served <eos>,False,True,VBD,14.453024864196777
The car driven into the garage included <eos>,False,True,VBD,12.245220184326172
The car driven into the garage came <eos>,False,True,VBD,10.832390785217285
The car driven into the garage went <eos>,False,True,VBD,11.35584831237793
The car driven into the garage wrote <eos>,False,True,VBD,19.128631591796875
The car driven into the garage announced <eos>,False,True,VBD,16.339427947998047
The car driven into the garage appeared <eos>,False,True,VBD,13.031571388244629
